customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore,RiskTier,RiskColor,CustomerSegments,CustomerPersona
3239-RSBQL,Male,No,Yes,No,72,Yes,DSL,Two year,Mailed check,53.56,3823.34,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
8228-GDEWZ,Male,Yes,Yes,Yes,44,Yes,Fiber optic,One year,Mailed check,90.75,4017.94,No,45,Medium,#FFD700,Premium,General Subscriber
6183-CTIPK,Male,No,No,No,44,No,DSL,One year,Bank transfer (automatic),55.53,2419.78,No,20,Low,#00F5D4,Standard,General Subscriber
6561-FPBLY,Male,Yes,No,No,48,Yes,DSL,One year,Mailed check,69.09,3294.97,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
6984-AKAIN,Male,No,Yes,Yes,26,Yes,Fiber optic,One year,Electronic check,100.69,2611.98,No,60,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
6670-QERQE,Female,Yes,No,Yes,10,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.71,1023.34,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
2767-XAQDK,Female,No,Yes,Yes,59,Yes,Fiber optic,Two year,Credit card (automatic),103.01,6119.62,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0452-UMKQY,Female,No,Yes,Yes,51,Yes,Fiber optic,Two year,Credit card (automatic),108.94,5593.27,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
9704-JIAWH,Male,No,Yes,No,20,Yes,No,Month-to-month,Electronic check,21.68,436.61,No,45,Medium,#FFD700,Budget,General Subscriber
5330-DRFRL,Male,No,No,No,13,No,DSL,Month-to-month,Credit card (automatic),50.12,657.76,No,50,Medium,#FFD700,Standard,General Subscriber
6869-DBEPI,Male,Yes,No,No,4,Yes,DSL,Month-to-month,Mailed check,57.09,229.39,No,75,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1752-HVWJF,Male,No,No,No,18,Yes,Fiber optic,Month-to-month,Mailed check,87.04,1567.76,No,75,High,#FF007F,High-Risk,High-Value Churn-Risk
4595-FCQYS,Female,No,No,No,39,No,No,One year,Bank transfer (automatic),23.06,907.58,No,5,Low,#00F5D4,Budget,General Subscriber
9690-TUHBA,Female,No,Yes,No,47,Yes,DSL,One year,Electronic check,50.97,2395.31,No,30,Medium,#FFD700,Standard,General Subscriber
1861-BXSMX,Female,No,No,Yes,61,Yes,Fiber optic,Two year,Credit card (automatic),100.01,6068.81,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
7696-WHGOT,Male,No,No,Yes,5,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),90.94,455.08,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
2520-RPVLW,Female,No,Yes,Yes,22,No,DSL,Month-to-month,Mailed check,52.48,1157.88,No,45,Medium,#FFD700,Standard,General Subscriber
5047-PFYTW,Female,No,No,No,3,Yes,Fiber optic,Month-to-month,Credit card (automatic),93.66,278.93,No,95,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
3005-YUUOQ,Male,No,No,Yes,67,Yes,DSL,Two year,Bank transfer (automatic),59.47,3950.53,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
1555-HBSJM,Female,No,No,Yes,3,Yes,No,Month-to-month,Electronic check,20.77,62.74,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
8655-BGJJK,Female,No,No,No,10,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),87.43,871.7,No,85,High,#FF007F,"High-Risk, Short-Term",High-Value Churn-Risk
7762-MQLVI,Female,No,No,No,55,Yes,No,One year,Bank transfer (automatic),20.23,1110.99,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1180-VPOEL,Female,No,No,No,68,No,DSL,Two year,Electronic check,58.94,4042.59,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
1265-BTAKO,Male,No,Yes,Yes,27,Yes,No,Month-to-month,Electronic check,22.77,615.76,No,45,Medium,#FFD700,Budget,General Subscriber
5794-WAMAR,Female,No,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),61.14,364.11,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7009-NUXUH,Male,No,No,Yes,12,Yes,DSL,Month-to-month,Credit card (automatic),60.94,732.31,No,53,Medium,#FFD700,Short-Term,General Subscriber
1065-VMPYJ,Male,No,Yes,Yes,14,Yes,No,Month-to-month,Bank transfer (automatic),24.03,338.04,No,30,Medium,#FFD700,Budget,General Subscriber
1102-HMRAW,Male,No,No,No,39,Yes,Fiber optic,One year,Mailed check,92.25,3620.64,No,45,Medium,#FFD700,Premium,General Subscriber
4190-AWLFZ,Female,Yes,No,No,1,No,No,Month-to-month,Bank transfer (automatic),23.48,23.4,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
2742-TILPF,Female,No,Yes,No,2,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),91.08,183.39,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4482-XZUUP,Female,No,Yes,Yes,72,Yes,DSL,Two year,Credit card (automatic),61.64,4426.88,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
3418-JPANN,Female,No,No,No,11,Yes,DSL,Month-to-month,Electronic check,61.22,679.93,No,83,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2901-KRVQE,Female,No,No,No,41,Yes,DSL,One year,Credit card (automatic),54.23,2245.42,No,20,Low,#00F5D4,Standard,General Subscriber
5346-PGWHR,Male,No,No,No,36,Yes,DSL,One year,Credit card (automatic),68.07,2457.28,No,28,Low,#00F5D4,Standard,General Subscriber
4455-SDAGK,Male,No,No,Yes,10,Yes,DSL,Month-to-month,Electronic check,67.92,673.96,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1137-HCZOO,Female,Yes,No,No,16,Yes,DSL,Month-to-month,Bank transfer (automatic),52.47,845.59,No,55,Medium,#FFD700,Standard,General Subscriber
2089-QNCKT,Male,No,Yes,Yes,46,Yes,Fiber optic,One year,Bank transfer (automatic),104.11,4794.83,No,40,Medium,#FFD700,Premium,General Subscriber
9117-KUZQB,Female,No,No,No,3,Yes,DSL,Month-to-month,Mailed check,62.45,188.12,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9943-ITXNW,Male,Yes,Yes,Yes,11,Yes,DSL,Month-to-month,Credit card (automatic),56.38,619.54,No,60,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7103-OKVCU,Male,No,No,No,18,Yes,DSL,One year,Mailed check,61.33,1102.46,No,33,Medium,#FFD700,Standard,General Subscriber
1281-PQKSO,Male,No,Yes,Yes,58,Yes,DSL,One year,Electronic check,70.18,4087.92,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
4565-JEKEU,Male,No,Yes,No,49,Yes,DSL,Two year,Electronic check,64.4,3149.29,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
9730-SNJIT,Female,No,Yes,No,30,Yes,No,One year,Bank transfer (automatic),23.65,708.57,No,5,Low,#00F5D4,Budget,General Subscriber
8795-PTWEA,Male,No,Yes,No,23,Yes,No,Month-to-month,Bank transfer (automatic),22.34,511.81,No,30,Medium,#FFD700,Budget,General Subscriber
6642-KEDYI,Male,No,No,Yes,64,Yes,No,Two year,Mailed check,22.51,1444.07,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6106-HOVVK,Male,No,No,No,17,Yes,No,Month-to-month,Credit card (automatic),22.07,377.23,No,35,Medium,#FFD700,Budget,General Subscriber
8975-VOXHD,Female,No,Yes,No,66,No,No,Two year,Electronic check,21.42,1410.59,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9210-CULTP,Male,No,Yes,Yes,69,Yes,Fiber optic,Two year,Mailed check,97.37,6695.09,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
8799-BLOPT,Female,Yes,No,No,46,Yes,DSL,One year,Bank transfer (automatic),66.01,3007.75,No,33,Medium,#FFD700,Standard,General Subscriber
1610-MSZBV,Male,Yes,No,No,47,Yes,Fiber optic,Two year,Credit card (automatic),96.22,4490.44,No,40,Medium,#FFD700,Premium,General Subscriber
0226-LZTTN,Male,No,Yes,No,32,Yes,No,Month-to-month,Electronic check,24.26,782.66,No,45,Medium,#FFD700,Budget,General Subscriber
0244-NTGHN,Male,No,No,No,63,Yes,DSL,Two year,Electronic check,73.76,4639.83,No,23,Low,#00F5D4,Loyal,Loyal Long-Term User
6078-JHHJY,Male,No,Yes,Yes,14,No,No,Month-to-month,Credit card (automatic),20.0,279.0,No,30,Medium,#FFD700,Budget,General Subscriber
1176-TPHPC,Female,Yes,No,No,55,Yes,Fiber optic,One year,Electronic check,88.56,4914.78,No,55,Medium,#FFD700,Loyal,General Subscriber
8279-SWZUU,Male,Yes,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),94.52,1999.36,No,75,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
3525-IIGBS,Female,No,No,No,39,Yes,No,One year,Mailed check,24.37,957.22,No,5,Low,#00F5D4,Budget,General Subscriber
2445-KNYDZ,Female,Yes,No,No,4,Yes,No,Month-to-month,Bank transfer (automatic),22.58,90.58,No,60,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
4404-MTYCG,Female,No,Yes,Yes,57,Yes,Fiber optic,Two year,Bank transfer (automatic),104.93,5943.03,No,20,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
1473-CTUXN,Male,No,No,Yes,72,Yes,No,Two year,Credit card (automatic),22.34,1616.72,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4699-JJJFW,Female,No,No,No,58,Yes,DSL,Two year,Bank transfer (automatic),68.13,3974.56,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
5652-VYAVZ,Female,No,No,No,61,No,No,Two year,Credit card (automatic),22.72,1374.78,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8080-QFHRV,Female,No,No,Yes,15,Yes,No,Month-to-month,Mailed check,24.38,364.23,No,30,Medium,#FFD700,Budget,General Subscriber
3031-TRZGO,Male,Yes,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,100.72,811.96,No,90,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
3803-TBWNQ,Male,No,No,No,7,Yes,DSL,Month-to-month,Bank transfer (automatic),55.81,392.21,No,60,High,#FF007F,"High-Risk, Short-Term",General Subscriber
4614-APRNP,Female,No,Yes,No,55,Yes,DSL,One year,Electronic check,66.6,3628.08,No,28,Low,#00F5D4,Loyal,Loyal Long-Term User
3248-PMNQC,Male,Yes,No,No,72,Yes,Fiber optic,Two year,Bank transfer (automatic),95.48,6869.62,No,30,Medium,#FFD700,"Loyal, Premium",General Subscriber
0174-QHHCS,Female,No,No,No,18,Yes,DSL,Month-to-month,Electronic check,52.97,962.12,No,65,High,#FF007F,High-Risk,General Subscriber
9865-JDVPQ,Male,No,Yes,Yes,15,Yes,No,Month-to-month,Mailed check,23.7,357.95,No,30,Medium,#FFD700,Budget,General Subscriber
9530-HFDUA,Male,No,Yes,Yes,49,Yes,DSL,Two year,Bank transfer (automatic),70.87,3480.16,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
2532-FIWIR,Female,No,No,No,15,Yes,No,Month-to-month,Bank transfer (automatic),20.88,314.77,No,35,Medium,#FFD700,Budget,General Subscriber
3087-EOJMD,Male,No,No,No,56,Yes,DSL,Two year,Credit card (automatic),51.36,2873.81,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
9753-UCIYF,Male,No,No,No,28,No,No,Month-to-month,Credit card (automatic),21.17,596.98,No,35,Medium,#FFD700,Budget,General Subscriber
0861-AKEYT,Female,Yes,Yes,Yes,14,Yes,No,Month-to-month,Mailed check,23.43,327.69,No,35,Medium,#FFD700,Budget,General Subscriber
9499-PETIT,Female,No,Yes,No,9,Yes,No,Month-to-month,Credit card (automatic),23.7,214.2,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
0771-RRFYB,Female,No,No,No,60,Yes,Fiber optic,Two year,Credit card (automatic),103.64,6224.58,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
0169-XCAGH,Female,No,No,No,46,Yes,DSL,One year,Credit card (automatic),59.71,2750.16,No,20,Low,#00F5D4,Standard,General Subscriber
8202-CAZJJ,Male,No,No,No,1,Yes,No,Month-to-month,Mailed check,22.45,22.26,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
8676-HGULE,Female,No,Yes,Yes,57,No,No,One year,Mailed check,24.33,1391.77,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
8334-IPKOE,Female,No,No,No,41,Yes,DSL,One year,Credit card (automatic),65.7,2691.03,No,28,Low,#00F5D4,Standard,General Subscriber
5034-HWMEU,Male,No,No,Yes,32,Yes,No,One year,Mailed check,20.06,644.8,No,5,Low,#00F5D4,Budget,General Subscriber
1130-EKTCY,Male,No,No,No,33,Yes,DSL,Month-to-month,Bank transfer (automatic),52.03,1732.97,No,50,Medium,#FFD700,Standard,General Subscriber
3507-QWOYZ,Female,No,Yes,No,50,No,No,Month-to-month,Credit card (automatic),23.56,1184.03,No,15,Low,#00F5D4,"Loyal, Budget",General Subscriber
1620-IUNUG,Male,No,No,No,7,No,DSL,Month-to-month,Bank transfer (automatic),51.43,359.48,No,60,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1593-KPMTJ,Female,No,No,No,56,Yes,DSL,One year,Mailed check,72.13,4002.51,No,18,Low,#00F5D4,Loyal,Loyal Long-Term User
0670-SOZLJ,Female,Yes,Yes,No,53,Yes,DSL,Two year,Mailed check,60.96,3248.21,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
5955-ROEAC,Female,No,No,No,54,Yes,Fiber optic,Two year,Mailed check,95.79,5201.94,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
8015-KZMIM,Female,No,No,No,63,Yes,No,Two year,Mailed check,22.4,1420.94,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
0864-TRKBA,Female,No,No,No,53,Yes,Fiber optic,Two year,Bank transfer (automatic),101.94,5363.51,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
6436-EQSJR,Male,Yes,Yes,No,55,Yes,DSL,Two year,Bank transfer (automatic),62.41,3447.8,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
5669-OTPLB,Female,Yes,Yes,Yes,55,Yes,Fiber optic,Two year,Electronic check,109.73,6092.45,No,40,Medium,#FFD700,"Loyal, Premium",General Subscriber
0090-JIELL,Male,No,No,No,16,Yes,Fiber optic,Month-to-month,Mailed check,107.87,1720.92,No,75,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
0035-FUEYQ,Female,No,No,No,54,Yes,No,One year,Electronic check,22.34,1203.17,No,10,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7747-FUGZS,Female,No,No,No,11,Yes,DSL,Month-to-month,Mailed check,63.84,704.67,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
3355-EGGAB,Female,No,No,No,5,Yes,DSL,Month-to-month,Bank transfer (automatic),62.34,308.82,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
3893-ORFYK,Female,No,Yes,No,9,Yes,No,Month-to-month,Mailed check,24.11,217.55,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7479-JKSXT,Female,No,Yes,Yes,70,Yes,DSL,Two year,Electronic check,52.59,3717.76,No,10,Low,#00F5D4,Loyal,Loyal Long-Term User
9629-DWMZN,Female,No,Yes,No,4,Yes,DSL,Month-to-month,Electronic check,70.73,283.57,No,88,High,#FF007F,"High-Risk, Short-Term",General Subscriber
3974-BDCIA,Female,Yes,Yes,Yes,57,Yes,DSL,Two year,Mailed check,72.71,4184.97,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
0385-FRSHD,Male,No,No,No,17,Yes,No,Month-to-month,Electronic check,21.33,365.61,No,50,Medium,#FFD700,Budget,General Subscriber
6131-YGZOF,Male,No,Yes,Yes,30,Yes,No,Month-to-month,Credit card (automatic),21.77,647.6,No,30,Medium,#FFD700,Budget,General Subscriber
5303-JUDOW,Female,No,Yes,No,21,Yes,No,One year,Mailed check,21.08,446.17,No,5,Low,#00F5D4,Budget,General Subscriber
4556-WZJMP,Male,No,No,No,21,Yes,DSL,Month-to-month,Credit card (automatic),50.58,1065.38,No,50,Medium,#FFD700,Standard,General Subscriber
9384-SEDGO,Female,No,Yes,No,14,Yes,Fiber optic,Month-to-month,Mailed check,100.28,1408.61,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
0154-LUQIC,Female,No,No,No,30,Yes,Fiber optic,Month-to-month,Electronic check,107.32,3212.44,No,90,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
6176-ZDYXR,Female,No,No,No,56,Yes,No,One year,Bank transfer (automatic),22.53,1256.05,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
7523-ZRACT,Male,No,Yes,No,6,Yes,No,Month-to-month,Bank transfer (automatic),21.75,129.76,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
7945-MQOVW,Female,No,No,No,49,Yes,Fiber optic,Two year,Electronic check,91.92,4532.56,No,40,Medium,#FFD700,"Loyal, Premium",General Subscriber
0839-EDGKS,Female,No,No,Yes,10,Yes,DSL,Month-to-month,Credit card (automatic),74.4,751.38,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9282-SFTDN,Female,No,No,No,31,Yes,DSL,One year,Mailed check,50.82,1568.96,No,25,Low,#00F5D4,Standard,General Subscriber
6051-SLOMU,Female,No,Yes,Yes,3,Yes,No,Month-to-month,Mailed check,22.43,67.38,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3539-QDWKW,Female,No,No,No,49,Yes,Fiber optic,One year,Mailed check,109.7,5354.5,No,35,Medium,#FFD700,"Loyal, Premium",General Subscriber
5033-PDJIO,Female,No,No,No,48,Yes,Fiber optic,Two year,Credit card (automatic),103.93,4970.6,No,25,Low,#00F5D4,"Loyal, Premium",Loyal Long-Term User
5444-SOLLK,Female,No,No,No,72,Yes,Fiber optic,Two year,Electronic check,98.9,7136.93,No,40,Medium,#FFD700,"Loyal, Premium",General Subscriber
1805-ZWVRE,Male,No,Yes,Yes,15,Yes,DSL,Month-to-month,Bank transfer (automatic),55.07,825.74,No,45,Medium,#FFD700,Standard,General Subscriber
9672-JBUCV,Male,No,No,No,13,Yes,No,Month-to-month,Credit card (automatic),22.2,287.05,No,35,Medium,#FFD700,Budget,General Subscriber
4480-JTXXZ,Male,No,No,No,6,Yes,DSL,Month-to-month,Credit card (automatic),52.38,312.95,No,60,High,#FF007F,"High-Risk, Short-Term",General Subscriber
0780-TJJOZ,Male,Yes,Yes,No,19,Yes,Fiber optic,Month-to-month,Mailed check,94.67,1808.98,No,75,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
6884-DTOHM,Male,No,No,No,26,Yes,DSL,Month-to-month,Electronic check,58.94,1526.82,No,65,High,#FF007F,High-Risk,General Subscriber
8933-OZZRT,Female,No,No,No,1,Yes,DSL,Month-to-month,Bank transfer (automatic),52.37,52.39,No,70,High,#FF007F,"High-Risk, Short-Term",General Subscriber
1092-PZZJD,Male,No,No,Yes,10,Yes,DSL,Month-to-month,Credit card (automatic),65.36,652.21,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
0021-GZWCE,Male,Yes,Yes,No,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),98.73,793.92,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
4573-AGKCP,Male,No,No,No,15,Yes,Fiber optic,One year,Electronic check,99.27,1495.78,No,65,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
4585-NSVFX,Female,No,Yes,Yes,56,Yes,No,One year,Mailed check,23.27,1298.62,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
9557-YGNSP,Female,No,Yes,No,9,Yes,DSL,Month-to-month,Bank transfer (automatic),66.69,604.31,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
2047-ZVOFF,Male,No,No,No,4,Yes,No,Month-to-month,Mailed check,23.47,94.08,No,55,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
5641-SCGHS,Female,No,Yes,Yes,2,Yes,No,Month-to-month,Electronic check,23.4,46.59,No,65,High,#FF007F,"High-Risk, Budget, Short-Term",Promo-Sensitive Budget User
8095-IKWYD,Male,No,No,No,26,Yes,No,One year,Credit card (automatic),20.14,518.93,No,10,Low,#00F5D4,Budget,General Subscriber
5622-WKSUE,Male,No,Yes,No,29,Yes,Fiber optic,One year,Bank transfer (automatic),103.97,2990.6,No,45,Medium,#FFD700,Premium,General Subscriber
5964-KNYBA,Female,No,No,No,10,Yes,DSL,Month-to-month,Credit card (automatic),60.92,611.62,No,68,High,#FF007F,"High-Risk, Short-Term",General Subscriber
7829-LDGHI,Female,No,No,No,14,Yes,Fiber optic,Month-to-month,Credit card (automatic),87.98,1232.14,No,75,High,#FF007F,High-Risk,High-Value Churn-Risk
5223-ZNRYN,Female,No,Yes,No,68,Yes,DSL,Two year,Bank transfer (automatic),65.85,4478.01,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
5734-JVVJF,Female,No,No,No,46,Yes,Fiber optic,Two year,Credit card (automatic),94.94,4395.89,No,35,Medium,#FFD700,Premium,General Subscriber
4824-MYZMO,Male,No,Yes,No,6,Yes,DSL,Month-to-month,Bank transfer (automatic),59.02,352.07,No,55,Medium,#FFD700,Short-Term,General Subscriber
5870-SXTRD,Female,No,Yes,No,43,No,DSL,Two year,Bank transfer (automatic),65.4,2803.56,No,13,Low,#00F5D4,Standard,General Subscriber
7235-HVPWA,Male,No,No,No,44,Yes,Fiber optic,Month-to-month,Credit card (automatic),102.04,4524.55,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
3984-XPIGR,Female,No,No,No,55,Yes,No,Two year,Electronic check,22.71,1254.56,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
1552-VOHND,Female,No,No,No,9,Yes,No,One year,Bank transfer (automatic),20.62,186.2,No,20,Low,#00F5D4,"Budget, Short-Term",General Subscriber
5270-JLXZQ,Male,No,Yes,No,57,Yes,No,Two year,Electronic check,21.22,1204.67,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6627-COZPU,Male,No,Yes,Yes,10,Yes,DSL,Month-to-month,Credit card (automatic),66.31,667.24,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
4495-FTZHJ,Male,No,No,No,58,Yes,DSL,Month-to-month,Credit card (automatic),51.44,2960.45,No,35,Medium,#FFD700,Loyal,General Subscriber
6656-RXBOL,Female,Yes,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),90.24,816.49,No,85,High,#FF007F,"High-Risk, Premium, Short-Term",High-Value Churn-Risk
5429-HFKSI,Male,No,Yes,No,32,Yes,Fiber optic,Month-to-month,Credit card (automatic),90.25,2866.35,No,70,High,#FF007F,"High-Risk, Premium",High-Value Churn-Risk
5108-UYXNM,Female,No,Yes,Yes,42,Yes,DSL,One year,Electronic check,55.38,2336.19,No,30,Medium,#FFD700,Standard,General Subscriber
9408-SOTPO,Male,No,No,No,48,Yes,No,Two year,Electronic check,20.6,989.74,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
6699-LULMU,Male,No,No,Yes,16,Yes,DSL,Month-to-month,Mailed check,61.59,992.73,No,53,Medium,#FFD700,Standard,General Subscriber
7655-WQDKC,Male,Yes,Yes,No,45,Yes,No,One year,Mailed check,22.76,1021.24,No,5,Low,#00F5D4,Budget,General Subscriber
5449-ZMYUX,Female,No,No,No,57,Yes,DSL,Two year,Electronic check,54.48,3086.23,No,15,Low,#00F5D4,Loyal,Loyal Long-Term User
4632-YTGFY,Male,No,No,No,72,Yes,No,Two year,Mailed check,23.31,1676.47,No,0,Low,#00F5D4,"Loyal, Budget",Loyal Long-Term User
4597-VJMQH,Female,No,No,No,52,Yes,DSL,Two year,Mailed check,58.15,3010.32,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
5363-XUZTQ,Male,No,No,No,12,Yes,DSL,Month-to-month,Credit card (automatic),66.74,793.51,No,58,Medium,#FFD700,Short-Term,General Subscriber
8098-HVNXR,Female,Yes,No,No,13,Yes,No,Month-to-month,Mailed check,20.05,259.32,No,40,Medium,#FFD700,Budget,General Subscriber
0415-BZBEJ,Female,No,Yes,Yes,24,Yes,Fiber optic,One year,Electronic check,85.11,2057.63,No,60,High,#FF007F,High-Risk,High-Value Churn-Risk
2627-HUVAC,Male,No,No,No,29,Yes,DSL,One year,Bank transfer (automatic),59.26,1706.35,No,25,Low,#00F5D4,Standard,General Subscriber
0305-QAEGS,Female,No,No,Yes,10,Yes,No,Month-to-month,Bank transfer (automatic),20.6,204.86,No,40,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
3377-YDMIG,Male,No,Yes,Yes,21,Yes,No,Month-to-month,Bank transfer (automatic),23.38,493.72,No,30,Medium,#FFD700,Budget,General Subscriber
6420-FWTAR,Male,No,Yes,No,52,Yes,DSL,Two year,Bank transfer (automatic),68.02,3557.79,No,3,Low,#00F5D4,Loyal,Loyal Long-Term User
8443-MABZR,Female,No,No,No,45,Yes,DSL,One year,Credit card (automatic),68.8,3110.72,No,28,Low,#00F5D4,Standard,General Subscriber
7424-SNGFG,Female,No,No,No,4,Yes,DSL,Month-to-month,Mailed check,60.14,240.8,No,78,High,#FF007F,"High-Risk, Short-Term",General Subscriber
3159-UOAQR,Female,Yes,No,No,16,Yes,DSL,Month-to-month,Electronic check,53.6,863.04,No,70,High,#FF007F,High-Risk,General Subscriber
2810-QLNHX,Male,No,Yes,Yes,66,Yes,DSL,Two year,Mailed check,57.26,3792.59,No,0,Low,#00F5D4,Loyal,Loyal Long-Term User
2027-DKBOJ,Female,Yes,Yes,Yes,60,Yes,DSL,Two year,Credit card (automatic),68.41,4079.9,No,8,Low,#00F5D4,Loyal,Loyal Long-Term User
2432-WITWD,Female,No,No,No,18,Yes,No,Month-to-month,Credit card (automatic),24.24,433.42,No,35,Medium,#FFD700,Budget,General Subscriber
7850-YJOQB,Male,No,Yes,No,9,Yes,DSL,Month-to-month,Credit card (automatic),60.79,541.68,No,63,High,#FF007F,"High-Risk, Short-Term",General Subscriber
9088-YHTIX,Female,Yes,Yes,No,42,Yes,Fiber optic,Two year,Electronic check,97.57,4078.3,No,50,Medium,#FFD700,Premium,General Subscriber
1437-ZAIAV,Male,Yes,No,No,32,Yes,Fiber optic,Month-to-month,Mailed check,86.79,2804.34,No,80,High,#FF007F,High-Risk,High-Value Churn-Risk
7314-YIPZG,Male,Yes,No,No,3,Yes,DSL,Month-to-month,Electronic check,66.19,198.55,No,98,High,#FF007F,"High-Risk, Short-Term",General Subscriber
5364-IQCMG,Female,No,Yes,Yes,36,No,No,One year,Credit card (automatic),20.45,737.18,No,0,Low,#00F5D4,Budget,General Subscriber
4954-EQWMI,Female,No,Yes,Yes,5,Yes,No,Month-to-month,Bank transfer (automatic),22.39,112.88,No,50,Medium,#FFD700,"Budget, Short-Term",Promo-Sensitive Budget User
