Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Term_Months,Monthly_EMI,Branch_ID,Loan_Application_Date,Approval_Status
LOAN-13723,CUST-3172,Auto Loan,33000.0,7.5,48,797.9,BR-02,2024-04-29,Approved
LOAN-13724,CUST-1835,Personal Loan,12000.0,10.5,24,556.51,BR-01,2023-07-28,Approved
LOAN-13725,CUST-1713,Personal Loan,30000.0,11.5,60,659.78,BR-10,2023-02-16,Approved
LOAN-13726,CUST-3511,Education Loan,19000.0,6.5,84,282.14,BR-03,2024-03-25,Approved
LOAN-13727,CUST-2875,Business Loan,127000.0,8.5,120,1574.62,BR-01,2023-12-11,Approved
LOAN-13728,CUST-1485,Personal Loan,18000.0,10.5,12,1586.67,BR-10,2024-09-28,Rejected
LOAN-13729,CUST-2731,Auto Loan,20000.0,7.5,48,483.58,BR-08,2023-03-07,Rejected
LOAN-13730,CUST-3916,Auto Loan,17000.0,6.0,48,399.25,BR-10,2023-02-19,Approved
LOAN-13731,CUST-2943,Personal Loan,15000.0,10.5,12,1322.23,BR-08,2023-03-28,Rejected
LOAN-13732,CUST-3632,Auto Loan,38000.0,5.0,60,717.11,BR-07,2023-05-04,Approved
LOAN-13733,CUST-3699,Education Loan,34000.0,7.5,120,403.59,BR-05,2023-02-18,Approved
LOAN-13734,CUST-2150,Home Loan,159000.0,7.0,360,1057.83,BR-09,2024-06-07,Approved
LOAN-13735,CUST-1212,Home Loan,170000.0,8.5,180,1674.06,BR-08,2024-01-19,Rejected
LOAN-13736,CUST-1889,Home Loan,101000.0,6.0,240,723.6,BR-03,2024-01-05,Approved
LOAN-13737,CUST-1930,Auto Loan,48000.0,9.5,72,877.19,BR-01,2023-07-04,Rejected
LOAN-13738,CUST-1052,Education Loan,30000.0,7.5,60,601.14,BR-06,2023-03-08,Approved
LOAN-13739,CUST-2906,Auto Loan,55000.0,7.5,60,1102.09,BR-06,2024-03-13,Approved
LOAN-13740,CUST-2244,Auto Loan,30000.0,6.0,72,497.19,BR-08,2023-01-13,Approved
LOAN-13741,CUST-2486,Personal Loan,12000.0,15.0,36,415.98,BR-10,2024-02-19,Approved
LOAN-13742,CUST-2497,Auto Loan,29000.0,5.0,60,547.27,BR-07,2023-03-22,Rejected
LOAN-13743,CUST-2128,Auto Loan,51000.0,7.5,72,881.8,BR-10,2024-05-27,Approved
LOAN-13744,CUST-3682,Personal Loan,15000.0,11.5,60,329.89,BR-10,2024-09-05,Rejected
LOAN-13745,CUST-3709,Business Loan,132000.0,8.5,48,3253.58,BR-05,2023-10-01,Rejected
LOAN-13746,CUST-3755,Home Loan,191000.0,8.5,180,1880.85,BR-02,2023-10-11,Approved
LOAN-13747,CUST-1985,Personal Loan,10000.0,10.5,36,325.02,BR-08,2023-01-28,Rejected
LOAN-13748,CUST-1771,Business Loan,102000.0,11.0,36,3339.35,BR-07,2023-09-24,Approved
LOAN-13749,CUST-2081,Auto Loan,45000.0,9.5,72,822.36,BR-04,2023-06-04,Approved
LOAN-13750,CUST-1036,Auto Loan,40000.0,9.5,72,730.99,BR-06,2023-10-24,Rejected
LOAN-13751,CUST-2599,Home Loan,286000.0,10.5,180,3161.44,BR-10,2023-06-12,Rejected
LOAN-13752,CUST-2230,Business Loan,91000.0,9.5,48,2286.21,BR-06,2023-04-20,Approved
LOAN-13753,CUST-1610,Personal Loan,34000.0,11.5,24,1592.57,BR-09,2023-01-10,Approved
LOAN-13754,CUST-2818,Education Loan,11000.0,9.0,120,139.34,BR-01,2023-05-03,Rejected
LOAN-13755,CUST-2463,Personal Loan,11000.0,11.5,48,286.98,BR-08,2023-10-02,Approved
LOAN-13756,CUST-3602,Auto Loan,31000.0,9.5,72,566.52,BR-05,2023-01-28,Approved
LOAN-13757,CUST-2327,Personal Loan,29000.0,11.5,48,756.58,BR-01,2024-08-07,Approved
LOAN-13758,CUST-2780,Personal Loan,26000.0,13.0,48,697.51,BR-02,2023-08-24,Approved
LOAN-13759,CUST-1726,Personal Loan,34000.0,15.0,12,3068.78,BR-08,2024-06-27,Rejected
LOAN-13760,CUST-2246,Auto Loan,36000.0,5.0,36,1078.95,BR-08,2023-01-14,Approved
LOAN-13761,CUST-3917,Auto Loan,39000.0,6.0,60,753.98,BR-04,2023-02-22,Approved
LOAN-13762,CUST-3893,Personal Loan,11000.0,15.0,60,261.69,BR-04,2025-04-17,Rejected
LOAN-13763,CUST-2515,Auto Loan,18000.0,6.0,72,298.31,BR-10,2024-05-26,Approved
LOAN-13764,CUST-2154,Home Loan,266000.0,7.0,240,2062.3,BR-10,2023-10-28,Rejected
LOAN-13765,CUST-3777,Home Loan,292000.0,8.5,180,2875.44,BR-08,2024-03-11,Rejected
LOAN-13766,CUST-2503,Business Loan,138000.0,8.5,60,2831.28,BR-06,2023-04-22,Approved
LOAN-13767,CUST-3876,Auto Loan,29000.0,6.0,48,681.07,BR-02,2023-12-05,Rejected
LOAN-13768,CUST-3036,Education Loan,20000.0,6.5,60,391.32,BR-06,2023-02-06,Rejected
LOAN-13769,CUST-1106,Auto Loan,50000.0,7.5,36,1555.31,BR-03,2023-06-28,Rejected
LOAN-13770,CUST-3892,Personal Loan,14000.0,13.0,36,471.72,BR-10,2023-05-17,Approved
LOAN-13771,CUST-3784,Education Loan,8000.0,9.0,60,166.07,BR-10,2023-05-25,Approved
LOAN-13772,CUST-3399,Home Loan,120000.0,7.0,360,798.36,BR-10,2023-06-05,Approved
LOAN-13773,CUST-1332,Auto Loan,55000.0,5.0,72,885.77,BR-05,2023-12-09,Approved
LOAN-13774,CUST-2184,Auto Loan,44000.0,9.5,36,1409.45,BR-01,2023-06-09,Rejected
LOAN-13775,CUST-2502,Business Loan,110000.0,13.0,48,2951.02,BR-01,2023-01-11,Rejected
LOAN-13776,CUST-1541,Auto Loan,49000.0,12.0,72,957.96,BR-01,2025-01-20,Rejected
LOAN-13777,CUST-3250,Personal Loan,22000.0,10.5,36,715.05,BR-05,2023-01-09,Approved
LOAN-13778,CUST-2827,Home Loan,132000.0,7.0,240,1023.39,BR-09,2024-02-05,Approved
LOAN-13779,CUST-3043,Personal Loan,26000.0,15.0,60,618.54,BR-01,2023-11-06,Approved
LOAN-13780,CUST-1523,Education Loan,42000.0,7.5,60,841.59,BR-07,2024-02-09,Approved
LOAN-13781,CUST-3071,Home Loan,223000.0,6.0,180,1881.8,BR-04,2023-02-02,Approved
LOAN-13782,CUST-3319,Business Loan,76000.0,9.5,36,2434.5,BR-01,2023-02-17,Rejected
LOAN-13783,CUST-2843,Personal Loan,28000.0,10.5,24,1298.53,BR-05,2023-06-23,Approved
LOAN-13784,CUST-2469,Auto Loan,51000.0,7.5,48,1233.12,BR-01,2023-09-21,Approved
LOAN-13785,CUST-3868,Home Loan,430000.0,7.0,360,2860.8,BR-07,2023-02-28,Approved
LOAN-13786,CUST-3724,Auto Loan,16000.0,7.5,60,320.61,BR-02,2025-04-04,Rejected
LOAN-13787,CUST-2759,Business Loan,51000.0,8.5,36,1609.94,BR-10,2024-01-16,Approved
LOAN-13788,CUST-3454,Auto Loan,42000.0,6.0,72,696.06,BR-09,2023-01-10,Approved
LOAN-13789,CUST-1702,Auto Loan,42000.0,7.5,48,1015.51,BR-09,2024-10-29,Approved
LOAN-13790,CUST-3631,Home Loan,295000.0,7.0,180,2651.54,BR-10,2025-06-12,Approved
LOAN-13791,CUST-3750,Education Loan,11000.0,6.5,60,215.23,BR-01,2023-08-03,Approved
LOAN-13792,CUST-2685,Education Loan,41000.0,7.5,60,821.56,BR-01,2023-10-20,Approved
LOAN-13793,CUST-3310,Education Loan,41000.0,11.0,84,702.02,BR-08,2025-07-29,Rejected
LOAN-13794,CUST-1229,Education Loan,37000.0,6.5,60,723.95,BR-10,2023-04-04,Rejected
LOAN-13795,CUST-2329,Auto Loan,17000.0,5.0,36,509.51,BR-05,2023-02-27,Approved
LOAN-13796,CUST-2900,Personal Loan,12000.0,11.5,48,313.07,BR-01,2024-03-25,Approved
LOAN-13797,CUST-2680,Personal Loan,30000.0,15.0,36,1039.96,BR-09,2023-05-14,Rejected
LOAN-13798,CUST-3595,Home Loan,269000.0,7.0,180,2417.85,BR-07,2024-07-13,Rejected
LOAN-13799,CUST-1513,Education Loan,38000.0,9.0,60,788.82,BR-01,2023-03-27,Rejected
LOAN-13800,CUST-3489,Personal Loan,12000.0,13.0,24,570.5,BR-08,2023-04-17,Approved
LOAN-13801,CUST-1663,Home Loan,396000.0,7.0,120,4597.9,BR-05,2023-05-31,Approved
LOAN-13802,CUST-3360,Personal Loan,30000.0,10.5,36,975.07,BR-02,2023-07-14,Approved
LOAN-13803,CUST-1553,Auto Loan,59000.0,5.0,72,950.19,BR-04,2024-01-19,Approved
LOAN-13804,CUST-3714,Education Loan,18000.0,9.0,84,289.6,BR-03,2024-05-23,Approved
LOAN-13805,CUST-3603,Business Loan,98000.0,9.5,60,2058.18,BR-02,2023-01-12,Rejected
LOAN-13806,CUST-1003,Personal Loan,26000.0,13.0,24,1236.09,BR-06,2024-07-31,Rejected
LOAN-13807,CUST-3364,Auto Loan,31000.0,5.0,36,929.1,BR-01,2023-02-12,Approved
LOAN-13808,CUST-3816,Auto Loan,26000.0,6.0,60,502.65,BR-02,2023-03-25,Approved
LOAN-13809,CUST-1231,Home Loan,382000.0,7.0,180,3433.52,BR-10,2024-12-29,Approved
LOAN-13810,CUST-3220,Auto Loan,34000.0,5.0,60,641.62,BR-08,2023-06-09,Approved
LOAN-13811,CUST-1138,Personal Loan,31000.0,11.5,24,1452.05,BR-02,2023-03-24,Approved
LOAN-13812,CUST-2025,Home Loan,224000.0,13.0,360,2477.89,BR-10,2024-03-02,Rejected
LOAN-13813,CUST-3395,Business Loan,138000.0,8.5,48,3401.47,BR-10,2023-06-08,Approved
LOAN-13814,CUST-3157,Personal Loan,22000.0,11.5,12,1949.53,BR-09,2023-11-08,Rejected
LOAN-13815,CUST-3396,Auto Loan,17000.0,12.0,60,378.16,BR-10,2025-01-07,Rejected
LOAN-13816,CUST-1335,Personal Loan,27000.0,15.0,48,751.43,BR-02,2023-07-27,Rejected
LOAN-13817,CUST-2865,Education Loan,38000.0,11.0,84,650.65,BR-03,2024-02-12,Rejected
LOAN-13818,CUST-1717,Home Loan,121000.0,8.5,240,1050.07,BR-09,2023-04-14,Approved
LOAN-13819,CUST-3154,Home Loan,175000.0,10.5,120,2361.36,BR-06,2025-01-24,Rejected
LOAN-13820,CUST-3475,Auto Loan,56000.0,6.0,48,1315.16,BR-07,2024-05-12,Approved
LOAN-13821,CUST-2110,Home Loan,398000.0,6.0,180,3358.55,BR-02,2024-07-23,Approved
LOAN-13822,CUST-2285,Business Loan,100000.0,13.0,120,1493.11,BR-05,2023-05-01,Rejected
LOAN-13823,CUST-3599,Personal Loan,14000.0,10.5,48,358.45,BR-09,2023-12-09,Approved
LOAN-13824,CUST-3445,Home Loan,439000.0,7.0,120,5097.16,BR-06,2024-03-06,Rejected
LOAN-13825,CUST-2966,Home Loan,151000.0,10.5,180,1669.15,BR-09,2023-01-14,Approved
LOAN-13826,CUST-3749,Home Loan,250000.0,8.5,120,3099.64,BR-04,2023-05-31,Approved
LOAN-13827,CUST-3167,Auto Loan,26000.0,7.5,60,520.99,BR-04,2023-02-12,Rejected
LOAN-13828,CUST-1325,Home Loan,333000.0,8.5,360,2560.48,BR-06,2024-12-01,Approved
LOAN-13829,CUST-2214,Personal Loan,11000.0,11.5,24,515.24,BR-05,2023-09-05,Approved
LOAN-13830,CUST-2172,Personal Loan,13000.0,10.5,48,332.84,BR-08,2023-09-19,Rejected
LOAN-13831,CUST-2429,Personal Loan,33000.0,15.0,12,2978.52,BR-03,2023-06-28,Rejected
LOAN-13832,CUST-1949,Education Loan,23000.0,9.0,120,291.35,BR-09,2023-09-15,Approved
LOAN-13833,CUST-2143,Home Loan,166000.0,6.0,180,1400.8,BR-07,2023-08-04,Rejected
LOAN-13834,CUST-1842,Personal Loan,17000.0,11.5,24,796.29,BR-06,2023-02-21,Approved
LOAN-13835,CUST-1680,Personal Loan,15000.0,11.5,36,494.64,BR-07,2023-01-02,Approved
LOAN-13836,CUST-1603,Personal Loan,25000.0,13.0,60,568.83,BR-04,2024-06-26,Approved
LOAN-13837,CUST-2319,Home Loan,361000.0,6.0,180,3046.32,BR-08,2023-03-02,Rejected
LOAN-13838,CUST-2939,Personal Loan,32000.0,10.5,48,819.31,BR-09,2023-10-03,Approved
LOAN-13839,CUST-2663,Home Loan,138000.0,7.0,240,1069.91,BR-03,2023-07-03,Approved
LOAN-13840,CUST-3882,Home Loan,102000.0,7.0,120,1184.31,BR-09,2023-10-28,Approved
LOAN-13841,CUST-1404,Home Loan,301000.0,7.0,120,3494.87,BR-02,2023-11-15,Approved
LOAN-13842,CUST-2359,Auto Loan,17000.0,7.5,36,528.81,BR-05,2023-01-21,Rejected
LOAN-13843,CUST-1547,Personal Loan,8000.0,10.5,60,171.95,BR-06,2024-01-18,Approved
LOAN-13844,CUST-3617,Auto Loan,34000.0,7.5,48,822.08,BR-03,2024-01-02,Rejected
LOAN-13845,CUST-3911,Business Loan,99000.0,8.5,48,2440.18,BR-09,2023-01-21,Approved
LOAN-13846,CUST-1387,Personal Loan,23000.0,13.0,12,2054.3,BR-07,2024-10-30,Approved
LOAN-13847,CUST-3891,Home Loan,85000.0,6.0,240,608.97,BR-08,2023-01-26,Approved
LOAN-13848,CUST-3762,Home Loan,366000.0,10.5,240,3654.07,BR-10,2023-04-08,Rejected
LOAN-13849,CUST-2980,Auto Loan,59000.0,7.5,48,1426.56,BR-05,2023-05-01,Rejected
LOAN-13850,CUST-3308,Auto Loan,29000.0,9.5,48,728.57,BR-09,2024-04-01,Rejected
LOAN-13851,CUST-2198,Auto Loan,42000.0,6.0,60,811.98,BR-02,2023-03-08,Approved
LOAN-13852,CUST-2887,Home Loan,318000.0,13.0,180,4023.47,BR-09,2023-05-20,Rejected
LOAN-13853,CUST-2316,Education Loan,15000.0,6.5,84,222.74,BR-02,2023-01-08,Rejected
LOAN-13854,CUST-1496,Personal Loan,5000.0,11.5,36,164.88,BR-01,2024-03-12,Approved
LOAN-13855,CUST-1009,Home Loan,304000.0,7.0,360,2022.52,BR-06,2023-05-05,Approved
LOAN-13856,CUST-3247,Auto Loan,17000.0,7.5,72,293.93,BR-05,2024-03-07,Approved
LOAN-13857,CUST-3074,Personal Loan,16000.0,11.5,12,1417.84,BR-09,2023-09-13,Rejected
LOAN-13858,CUST-3427,Home Loan,197000.0,8.5,240,1709.61,BR-09,2023-05-27,Rejected
LOAN-13859,CUST-3836,Auto Loan,15000.0,6.0,48,352.28,BR-01,2023-12-12,Rejected
LOAN-13860,CUST-2058,Home Loan,418000.0,7.0,180,3757.1,BR-06,2025-06-12,Rejected
LOAN-13861,CUST-1748,Business Loan,20000.0,8.5,36,631.35,BR-06,2023-03-31,Approved
LOAN-13862,CUST-3897,Education Loan,39000.0,9.0,60,809.58,BR-02,2023-01-14,Rejected
LOAN-13863,CUST-3181,Personal Loan,30000.0,11.5,60,659.78,BR-02,2024-01-04,Approved
LOAN-13864,CUST-3649,Business Loan,49000.0,9.5,120,634.05,BR-03,2023-03-21,Rejected
LOAN-13865,CUST-2774,Personal Loan,13000.0,10.5,60,279.42,BR-08,2024-02-11,Approved
LOAN-13866,CUST-2100,Home Loan,203000.0,8.5,240,1761.68,BR-07,2024-05-19,Rejected
LOAN-13867,CUST-3898,Home Loan,82000.0,8.5,180,807.49,BR-08,2023-03-04,Approved
LOAN-13868,CUST-1849,Personal Loan,20000.0,15.0,12,1805.17,BR-03,2023-01-24,Approved
LOAN-13869,CUST-3646,Personal Loan,29000.0,11.5,60,637.79,BR-01,2023-04-01,Approved
LOAN-13870,CUST-1736,Personal Loan,15000.0,13.0,24,713.13,BR-07,2023-01-16,Approved
LOAN-13871,CUST-1047,Home Loan,95000.0,10.5,240,948.46,BR-09,2025-01-28,Rejected
LOAN-13872,CUST-2624,Auto Loan,41000.0,6.0,48,962.89,BR-07,2023-03-02,Approved
LOAN-13873,CUST-3824,Business Loan,102000.0,9.5,36,3267.36,BR-04,2023-06-22,Rejected
LOAN-13874,CUST-2835,Education Loan,29000.0,7.5,120,344.24,BR-07,2023-12-15,Approved
LOAN-13875,CUST-3007,Business Loan,45000.0,15.5,120,739.85,BR-07,2024-01-02,Rejected
LOAN-13876,CUST-3955,Education Loan,10000.0,7.5,60,200.38,BR-01,2023-03-11,Approved
LOAN-13877,CUST-3788,Education Loan,18000.0,11.0,60,391.36,BR-06,2023-11-23,Approved
LOAN-13878,CUST-3281,Home Loan,106000.0,8.5,120,1314.25,BR-10,2023-11-14,Approved
LOAN-13879,CUST-1349,Personal Loan,7000.0,11.5,36,230.83,BR-03,2023-02-08,Rejected
LOAN-13880,CUST-2468,Personal Loan,17000.0,11.5,60,373.87,BR-03,2023-02-27,Approved
LOAN-13881,CUST-1281,Auto Loan,21000.0,6.0,72,348.03,BR-04,2023-05-15,Approved
LOAN-13882,CUST-1196,Personal Loan,34000.0,11.5,36,1121.18,BR-01,2024-08-08,Rejected
LOAN-13883,CUST-2300,Auto Loan,55000.0,5.0,60,1037.92,BR-08,2024-06-02,Approved
LOAN-13884,CUST-1234,Personal Loan,18000.0,15.0,60,428.22,BR-10,2023-11-15,Rejected
LOAN-13885,CUST-2472,Auto Loan,17000.0,5.0,72,273.78,BR-05,2024-06-19,Approved
LOAN-13886,CUST-2029,Personal Loan,21000.0,13.0,12,1875.66,BR-10,2023-12-01,Approved
LOAN-13887,CUST-1184,Personal Loan,13000.0,15.0,60,309.27,BR-10,2023-04-09,Rejected
LOAN-13888,CUST-2062,Auto Loan,33000.0,5.0,48,759.97,BR-01,2023-04-22,Approved
LOAN-13889,CUST-2618,Home Loan,334000.0,6.0,120,3708.08,BR-08,2023-08-08,Approved
LOAN-13890,CUST-1076,Home Loan,202000.0,6.0,240,1447.19,BR-09,2023-09-25,Approved
LOAN-13891,CUST-3418,Education Loan,36000.0,6.5,120,408.77,BR-01,2024-09-30,Rejected
LOAN-13892,CUST-1396,Personal Loan,11000.0,15.0,24,533.35,BR-01,2025-03-04,Rejected
LOAN-13893,CUST-1428,Auto Loan,47000.0,6.0,72,778.93,BR-01,2025-04-10,Approved
LOAN-13894,CUST-3085,Personal Loan,16000.0,10.5,60,343.9,BR-10,2023-02-14,Rejected
LOAN-13895,CUST-1539,Auto Loan,27000.0,5.0,36,809.21,BR-08,2023-04-15,Rejected
LOAN-13896,CUST-2035,Business Loan,140000.0,9.5,60,2940.26,BR-07,2023-07-30,Rejected
LOAN-13897,CUST-3737,Auto Loan,46000.0,6.0,48,1080.31,BR-06,2024-06-20,Approved
LOAN-13898,CUST-3847,Auto Loan,57000.0,5.0,72,917.98,BR-03,2023-05-19,Rejected
LOAN-13899,CUST-1712,Auto Loan,60000.0,6.0,48,1409.1,BR-06,2025-02-08,Approved
LOAN-13900,CUST-2064,Auto Loan,58000.0,5.0,48,1335.7,BR-10,2023-11-15,Approved
LOAN-13901,CUST-3052,Auto Loan,35000.0,7.5,36,1088.72,BR-04,2025-07-08,Approved
LOAN-13902,CUST-3670,Auto Loan,43000.0,6.0,72,712.63,BR-03,2023-06-23,Rejected
LOAN-13903,CUST-2708,Personal Loan,32000.0,11.5,24,1498.89,BR-06,2023-04-12,Approved
LOAN-13904,CUST-3738,Personal Loan,11000.0,15.0,24,533.35,BR-08,2023-03-23,Rejected
LOAN-13905,CUST-1478,Personal Loan,11000.0,13.0,60,250.28,BR-06,2023-08-02,Approved
LOAN-13906,CUST-2906,Personal Loan,28000.0,13.0,12,2500.88,BR-07,2024-04-28,Rejected
LOAN-13907,CUST-2767,Education Loan,37000.0,9.0,120,468.7,BR-08,2023-01-06,Rejected
LOAN-13908,CUST-2036,Home Loan,341000.0,10.5,120,4601.28,BR-02,2023-03-22,Approved
LOAN-13909,CUST-1811,Home Loan,324000.0,6.0,240,2321.24,BR-09,2023-07-13,Rejected
LOAN-13910,CUST-1469,Auto Loan,37000.0,6.0,72,613.2,BR-02,2025-06-03,Approved
LOAN-13911,CUST-3642,Personal Loan,16000.0,11.5,60,351.88,BR-02,2025-03-28,Approved
LOAN-13912,CUST-3659,Personal Loan,19000.0,15.0,36,658.64,BR-10,2024-11-30,Rejected
LOAN-13913,CUST-1742,Personal Loan,16000.0,10.5,12,1410.38,BR-06,2023-09-14,Approved
LOAN-13914,CUST-2820,Personal Loan,33000.0,11.5,12,2924.3,BR-02,2023-01-31,Rejected
LOAN-13915,CUST-3360,Personal Loan,32000.0,10.5,48,819.31,BR-05,2024-02-07,Rejected
LOAN-13916,CUST-1992,Personal Loan,28000.0,10.5,12,2468.16,BR-01,2023-05-11,Rejected
LOAN-13917,CUST-3087,Auto Loan,32000.0,9.5,48,803.94,BR-06,2023-09-05,Rejected
LOAN-13918,CUST-2080,Business Loan,68000.0,11.0,48,1757.5,BR-10,2025-03-06,Approved
LOAN-13919,CUST-3305,Personal Loan,24000.0,13.0,12,2143.61,BR-06,2024-02-11,Rejected
LOAN-13920,CUST-1346,Home Loan,254000.0,10.5,180,2807.71,BR-01,2023-07-25,Rejected
LOAN-13921,CUST-1727,Business Loan,36000.0,9.5,36,1153.19,BR-02,2023-03-25,Rejected
LOAN-13922,CUST-2542,Personal Loan,7000.0,10.5,36,227.52,BR-02,2024-01-05,Rejected
LOAN-13923,CUST-2578,Personal Loan,33000.0,15.0,60,785.07,BR-10,2023-01-25,Rejected
LOAN-13924,CUST-3309,Business Loan,64000.0,8.5,60,1313.06,BR-03,2024-01-14,Approved
LOAN-13925,CUST-1975,Home Loan,197000.0,7.0,120,2287.34,BR-09,2023-04-04,Approved
LOAN-13926,CUST-3215,Business Loan,80000.0,9.5,120,1035.18,BR-03,2025-02-14,Approved
LOAN-13927,CUST-1287,Personal Loan,10000.0,11.5,36,329.76,BR-03,2024-01-26,Approved
LOAN-13928,CUST-3773,Business Loan,139000.0,11.0,120,1914.73,BR-06,2023-08-15,Rejected
LOAN-13929,CUST-1610,Auto Loan,54000.0,6.0,72,894.94,BR-07,2023-10-01,Rejected
LOAN-13930,CUST-1155,Personal Loan,27000.0,13.0,12,2411.57,BR-08,2023-09-20,Rejected
LOAN-13931,CUST-3033,Home Loan,164000.0,7.0,240,1271.49,BR-09,2023-05-02,Approved
LOAN-13932,CUST-3686,Personal Loan,6000.0,15.0,36,207.99,BR-02,2024-05-02,Rejected
LOAN-13933,CUST-2697,Home Loan,328000.0,6.0,240,2349.89,BR-05,2023-09-08,Approved
LOAN-13934,CUST-1322,Personal Loan,22000.0,11.5,24,1030.49,BR-08,2023-03-15,Rejected
LOAN-13935,CUST-2417,Auto Loan,18000.0,6.0,72,298.31,BR-04,2023-07-27,Rejected
LOAN-13936,CUST-2917,Personal Loan,16000.0,10.5,48,409.65,BR-02,2023-01-22,Approved
LOAN-13937,CUST-2627,Personal Loan,16000.0,13.0,48,429.24,BR-08,2023-04-01,Approved
LOAN-13938,CUST-3760,Education Loan,9000.0,6.5,120,102.19,BR-03,2023-03-26,Approved
LOAN-13939,CUST-2054,Education Loan,15000.0,9.0,84,241.34,BR-09,2023-12-25,Rejected
LOAN-13940,CUST-2189,Personal Loan,14000.0,11.5,48,365.25,BR-09,2024-06-14,Approved
LOAN-13941,CUST-1260,Education Loan,25000.0,6.5,60,489.15,BR-01,2023-08-03,Approved
LOAN-13942,CUST-3469,Personal Loan,30000.0,13.0,48,804.82,BR-09,2023-07-13,Rejected
LOAN-13943,CUST-3449,Personal Loan,18000.0,13.0,12,1607.71,BR-08,2023-05-03,Rejected
LOAN-13944,CUST-2304,Personal Loan,27000.0,11.5,48,704.4,BR-06,2024-03-08,Approved
LOAN-13945,CUST-1332,Auto Loan,53000.0,5.0,72,853.56,BR-10,2024-11-22,Approved
LOAN-13946,CUST-1332,Home Loan,84000.0,6.0,360,503.62,BR-01,2024-03-15,Approved
LOAN-13947,CUST-2756,Auto Loan,27000.0,6.0,72,447.47,BR-08,2023-01-25,Approved
LOAN-13948,CUST-3447,Personal Loan,10000.0,15.0,36,346.65,BR-05,2025-03-17,Approved
LOAN-13949,CUST-2495,Business Loan,65000.0,9.5,48,1633.0,BR-03,2023-03-25,Approved
LOAN-13950,CUST-2189,Personal Loan,35000.0,11.5,48,913.12,BR-01,2024-04-11,Approved
LOAN-13951,CUST-3315,Auto Loan,20000.0,6.0,60,386.66,BR-09,2023-01-25,Approved
LOAN-13952,CUST-3241,Auto Loan,51000.0,5.0,36,1528.52,BR-09,2023-02-05,Approved
LOAN-13953,CUST-1085,Personal Loan,19000.0,13.0,48,509.72,BR-04,2023-07-17,Approved
LOAN-13954,CUST-3570,Auto Loan,43000.0,5.0,60,811.46,BR-10,2023-09-01,Approved
LOAN-13955,CUST-1665,Auto Loan,56000.0,5.0,36,1678.37,BR-06,2023-07-27,Approved
LOAN-13956,CUST-1387,Education Loan,20000.0,9.0,84,321.78,BR-08,2023-09-21,Approved
LOAN-13957,CUST-2845,Personal Loan,25000.0,11.5,36,824.4,BR-06,2023-04-09,Approved
LOAN-13958,CUST-2719,Home Loan,200000.0,7.0,120,2322.17,BR-01,2024-12-14,Approved
LOAN-13959,CUST-3457,Auto Loan,54000.0,5.0,72,869.67,BR-06,2023-11-20,Approved
LOAN-13960,CUST-1105,Auto Loan,43000.0,6.0,72,712.63,BR-08,2023-05-20,Approved
LOAN-13961,CUST-1887,Home Loan,206000.0,6.0,180,1738.35,BR-01,2023-05-26,Approved
LOAN-13962,CUST-1021,Personal Loan,35000.0,10.5,48,896.12,BR-04,2023-02-24,Approved
LOAN-13963,CUST-1985,Personal Loan,9000.0,10.5,36,292.52,BR-05,2023-08-03,Approved
LOAN-13964,CUST-3457,Personal Loan,28000.0,10.5,24,1298.53,BR-02,2023-07-06,Approved
LOAN-13965,CUST-3867,Auto Loan,24000.0,7.5,48,580.29,BR-01,2023-08-18,Approved
LOAN-13966,CUST-3667,Home Loan,91000.0,10.5,180,1005.91,BR-07,2024-12-13,Rejected
LOAN-13967,CUST-1921,Auto Loan,22000.0,12.0,72,430.1,BR-04,2023-07-07,Rejected
LOAN-13968,CUST-2734,Home Loan,272000.0,7.0,240,2108.81,BR-01,2023-04-04,Rejected
LOAN-13969,CUST-2080,Home Loan,196000.0,8.5,180,1930.09,BR-08,2023-10-26,Approved
LOAN-13970,CUST-3174,Personal Loan,5000.0,15.0,48,139.15,BR-09,2023-01-29,Approved
LOAN-13971,CUST-1600,Auto Loan,20000.0,7.5,60,400.76,BR-02,2023-12-03,Approved
LOAN-13972,CUST-1669,Auto Loan,16000.0,6.0,72,265.17,BR-04,2023-01-07,Approved
LOAN-13973,CUST-2248,Personal Loan,7000.0,13.0,60,159.27,BR-07,2025-04-20,Approved
LOAN-13974,CUST-3772,Personal Loan,12000.0,13.0,36,404.33,BR-10,2025-02-24,Rejected
LOAN-13975,CUST-1380,Home Loan,429000.0,8.5,240,3722.96,BR-05,2023-03-05,Rejected
LOAN-13976,CUST-2831,Education Loan,16000.0,7.5,120,189.92,BR-02,2023-11-02,Rejected
LOAN-13977,CUST-3373,Home Loan,256000.0,10.5,120,3454.34,BR-09,2023-03-04,Rejected
LOAN-13978,CUST-2102,Personal Loan,19000.0,13.0,12,1697.03,BR-10,2023-04-20,Approved
LOAN-13979,CUST-2866,Personal Loan,27000.0,13.0,36,909.74,BR-04,2023-06-22,Approved
LOAN-13980,CUST-1800,Auto Loan,49000.0,7.5,36,1524.2,BR-10,2023-10-13,Approved
LOAN-13981,CUST-3625,Home Loan,186000.0,8.5,120,2306.13,BR-04,2023-03-10,Rejected
LOAN-13982,CUST-3688,Home Loan,257000.0,10.5,180,2840.88,BR-06,2024-01-17,Rejected
